,station_code,name,departement,is_open,station_type,lon,lat,alt,is_public,created_at,updated_at
3632,23008001,AUBUSSON VILLE,23,False,4,2.166667,45.955,430.0,True,2024-12-10 21:37:13.427,2025-10-07 17:14:53.291
3633,23008002,AUBUSSON BARRAG,23,False,4,2.168333,45.955,490.0,True,2024-12-10 21:37:13.427,2025-10-07 17:14:53.293
3634,23008004,AUBUSSON_SAPC,23,True,2,2.187833,45.957833,486.0,True,2024-12-10 21:28:57.003,2025-10-07 17:07:01.882
3635,23008005,AUBUSSON LYCEE,23,False,2,2.173333,45.952333,440.0,True,2024-12-10 21:28:57.003,2025-10-07 17:07:01.881
3636,23013001,AUZANCES_SAPC,23,True,2,2.489333,46.0215,564.0,True,2024-12-10 21:28:57.003,2025-10-07 17:07:01.882
3637,23013002,AUZANCES AGGLOMERATION,23,False,4,2.5,46.026667,557.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.291
3638,23020001,BELLEGARDE,23,False,4,2.3,45.978333,588.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3639,23021001,BENEVENT_SAPC,23,True,2,1.6285,46.121,460.0,True,2024-12-10 21:28:57.004,2025-10-07 17:07:01.883
3640,23025001,BONNAT,23,True,2,1.916333,46.315333,382.0,True,2024-12-10 21:28:57.009,2025-10-07 17:07:01.882
3641,23030004,BOURGANEUF,23,True,1,1.725833,45.942333,513.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.882
3642,23031001,BOUSSAC AGGLOMERATION,23,False,4,2.215,46.348333,380.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3643,23031002,BOUSSAC_SAPC,23,True,2,2.228333,46.343333,380.0,True,2024-12-10 21:28:57.004,2025-10-07 17:07:01.882
3644,23036002,BUSSIERE-DUNOISE,23,False,4,1.772,46.257833,390.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.292
3645,23045001,CHAMBON VOUEIZE,23,False,2,2.424667,46.186833,329.0,True,2024-12-10 21:28:57.006,2025-10-07 17:07:01.882
3646,23045002,CHAMBON-SUR-VOUEIZE,23,False,4,2.423333,46.188333,324.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.295
3647,23045003,CHAMBON-SUR-VOUEIZE-SPC,23,True,5,2.433833,46.186333,339.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.883
3648,23046001,CHAMBONCHARD,23,True,2,2.553,46.176,320.0,True,2024-12-10 21:28:57.005,2025-10-07 17:07:01.882
3649,23056001,CHATELUS-LE-MARCHEIX USINE EDF,23,False,4,1.605,45.996667,335.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.292
3650,23056002,CHATELUS-LE-MARCHEIX,23,False,4,1.605,45.996667,575.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3651,23061001,CHENERAILLES,23,False,4,2.177167,46.116833,510.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.296
3652,23063001,CLAIRAVAUX,23,False,4,2.163833,45.7785,635.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.296
3653,23067001,LA COURTINE,23,True,1,2.263667,45.702667,772.0,True,2024-12-10 21:28:57.005,2025-10-07 17:07:01.882
3654,23069001,CROCQ-BOURG,23,False,4,2.366667,45.866667,780.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.292
3655,23069002,CROCQ,23,True,2,2.362167,45.867167,710.0,True,2024-12-10 21:28:57.005,2025-10-07 17:07:01.883
3656,23075001,DUN LE PALESTEL,23,True,2,1.666833,46.317833,365.0,True,2024-12-10 21:28:57.010,2025-10-07 17:07:01.882
3657,23077001,FAUX-LA-MONTAGNE BOURG,23,False,4,1.935,45.75,722.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3658,23079001,FELLETIN ABATTOIRS,23,False,4,2.175,45.883333,541.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3659,23079002,FELLETIN,23,True,1,2.186,45.880167,635.0,True,2024-12-10 21:28:57.005,2025-10-07 17:07:01.883
3660,23080001,FENIERS BOURG,23,False,4,2.126667,45.75,850.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.292
3661,23081001,FLAYAT,23,False,4,2.383167,45.776,767.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3662,23082001,FLEURAT,23,False,4,1.684333,46.240333,407.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3663,23086001,FRANSECHES LA FAUX,23,False,4,2.05,46.018333,610.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3664,23086002,FRANSECHES,23,False,4,2.064,46.021333,500.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.296
3665,23089001,GENOUILLAC,23,True,1,1.985,46.352333,306.0,True,2024-12-10 21:28:57.006,2025-10-07 17:07:01.882
3666,23090003,GENTIOUX,23,True,2,1.997333,45.785,794.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.883
3667,23092001,GLENIC LE CHENE VERT,23,False,4,1.923333,46.223333,308.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3668,23093001,GOUZON,23,False,4,2.236833,46.193,378.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3669,23096001,GUERET BONGEOT,23,False,2,1.879333,46.1805,402.0,True,2024-12-10 21:28:57.007,2025-10-07 17:07:01.882
3670,23096002,GUERET EDF,23,False,4,1.873333,46.168333,436.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.295
3671,23096003,GUERET COUTURE,23,False,4,1.866667,46.166667,520.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.292
3672,23096004,GUERET E.N.,23,False,4,1.866667,46.166667,468.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3673,23096005,GUERET GENDARMERIE LELIEVRE,23,False,4,1.861667,46.172,463.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.293
3674,23096006,GUERET POMMES,23,False,4,1.873333,46.168333,448.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.293
3675,23096007,GUERET-GRANCHER,23,False,2,1.867167,46.160667,546.0,True,2024-12-10 21:28:57.010,2025-10-07 17:07:01.882
3676,23096008,GUERET COURTIL,23,False,2,1.8545,46.1665,464.0,True,2024-12-10 21:28:57.013,2025-10-07 17:07:01.882
3677,23099001,JANAILLAT,23,False,4,1.745,46.056667,400.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3678,23108001,LEYRAT,23,False,4,2.293333,46.361667,420.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3679,23113001,LUPERSAT_SAPC,23,True,2,2.393167,45.9865,610.0,True,2024-12-10 21:28:57.011,2025-10-07 17:07:01.882
3680,23114001,LUSSAT,23,False,4,2.359,46.167833,419.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3681,23118001,MAISONNISSES,23,False,4,1.904833,46.066,590.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3682,23131001,MERINCHAL,23,False,4,2.463333,45.931667,702.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3683,23133001,MONTBOUCHER ECOLE,23,False,4,1.68,45.953333,515.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.296
3684,23140001,MOUTIER-ROZEILLE,23,False,4,2.198333,45.916667,460.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3685,23142001,NEOUX,23,False,4,2.260667,45.915667,585.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3686,23144001,LA NOUAILLE,23,False,4,2.055333,45.832,720.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3687,23144002,LA NOUAILLE,23,False,4,2.066667,45.846667,650.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3688,23148001,NOUZIERS-SPC,23,True,5,1.948333,46.432667,449.0,True,2025-10-07 17:07:01.882,2025-10-07 17:07:01.882
3689,23149001,PARSAC,23,False,4,2.117167,46.186333,460.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3690,23149002,PARSAC-GLAD,23,False,4,2.169,46.175167,440.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.293
3691,23155001,PONTARION_SAPC,23,True,2,1.852833,45.995667,455.0,True,2024-12-10 21:28:57.013,2025-10-07 17:07:01.882
3692,23162001,ROCHES LA COFFRETTE,23,False,4,1.996667,46.285,455.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3693,23162002,ROCHES-BOURSOLLES,23,False,4,1.994833,46.2995,398.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3694,23165001,ROYERE VASSIVIE,23,False,4,1.938167,45.851833,711.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3695,23165002,ROYERE-DE-VASSIVIERE,23,False,4,1.91,45.841667,710.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3696,23169001,LA SAUNIERE,23,False,1,1.938,46.131833,446.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.882
3697,23172001,LA SERRE BUSS,23,False,4,2.319667,46.056833,510.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.295
3698,23174002,SOUMANS BOUCHAT,23,False,4,2.308333,46.301667,420.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3699,23176001,LA SOUTERRAINE,23,True,1,1.451833,46.2425,370.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.882
3700,23176002,LA SOUTERRAINE USINE A GAZ,23,False,4,1.49,46.238333,366.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3701,23176003,LA SOUTERRAINE L'AFFUT,23,False,4,1.49,46.238333,450.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.295
3702,23192001,ST ETIENNE DE FURSAC,23,False,4,1.516667,46.148333,320.0,True,2024-12-10 21:37:13.428,2025-10-07 17:14:53.294
3703,23199001,ST GERMAIN BEAU,23,False,4,1.547,46.33,334.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3704,23200002,ST GOUSSAUD,23,False,4,1.558667,46.028,572.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.294
3705,23206001,ST LAURENT,23,False,4,1.958333,46.16,390.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.294
3706,23206002,GUERET-ST LAURENT,23,True,0,1.950333,46.1755,365.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.882
3707,23209001,SAINT-LOUP_SAPC,23,True,2,2.2645,46.140667,440.0,True,2024-12-10 21:28:57.012,2025-10-07 17:07:01.883
3708,23220001,ST MEDARD LA RO,23,False,4,2.146667,46.045,569.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3709,23221001,SAINT-MERD-LA-BREUILLE SNCF,23,False,4,2.428333,45.743333,767.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3710,23223001,ST-MOREIL,23,False,4,1.683333,45.850667,414.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3711,23236001,SAINT-PRIEST-LA-PLAINE,23,False,4,1.628333,46.188333,373.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3712,23238001,SAINT-QUENTIN-LA-CHABANNE,23,False,4,2.153333,45.865,550.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3713,23239001,SAINT-SEBASTIEN,23,False,4,1.528333,46.391667,320.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3714,23240001,ST SYLVAIN BAS,23,False,4,2.213333,46.345,350.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3715,23246001,ST SULPICE,23,False,4,2.023333,45.996667,594.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3716,23247001,SAINT-VAURY RUE DU PUITS,23,False,4,1.755,46.203333,460.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3717,23255001,TROIS-FONDS BOURG,23,False,4,2.238333,46.24,450.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.295
3718,23257001,VALLIERES,23,False,4,2.01,45.899833,559.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.296
3719,23264001,LA VILLEDIEU,23,False,4,1.897333,45.735,600.0,True,2024-12-10 21:37:13.429,2025-10-07 17:14:53.296
3720,24011001,ANTONNE,24,False,4,0.833333,45.211667,183.0,True,2024-12-10 21:37:15.809,2025-10-07 17:14:55.347
3721,24018001,AURIAC-DU-PERIGORD,24,False,4,1.136667,45.105,90.0,True,2024-12-10 21:37:15.809,2025-10-07 17:14:55.348
3722,24026001,BASSILLAC,24,False,4,0.816667,45.195,95.0,True,2024-12-10 21:28:59.546,2025-10-07 17:07:04.351
3723,24026002,BASSILLAC AGGLOMERATION,24,False,4,0.813333,45.19,95.0,True,2024-12-10 21:37:15.809,2025-10-07 17:14:55.348
3724,24028001,BEAUMONT,24,False,4,0.767167,44.7645,140.0,True,2024-12-10 21:37:15.810,2025-10-07 17:14:55.350
3725,24030001,BEAUREGARD-DE-TERRASSON MELLET,24,False,4,1.231667,45.146667,236.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.347
3726,24034001,BELEYMAS,24,False,4,0.503333,44.993333,100.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.348
3727,24035001,BELVES,24,False,4,1.008333,44.773333,90.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.350
3728,24035002,BELVES ECOLE,24,False,4,1.003333,44.775,165.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.347
3729,24035003,BELVES,24,True,1,0.956,44.782667,238.0,True,2024-12-10 21:28:59.546,2025-10-07 17:07:04.351
3730,24037001,BERGERAC TABAC,24,False,2,0.523333,44.85,33.0,True,2024-12-10 21:28:59.546,2025-10-07 17:07:04.351
3731,24037002,BERGERAC,24,False,4,0.483333,44.851667,51.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3732,24037003,BERGERAC PETIT SEMINAIRE,24,False,4,0.483333,44.851667,33.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3733,24037004,BERGERAC SMMA,24,False,4,0.483333,44.851667,39.0,True,2024-12-10 21:37:15.809,2025-10-07 17:14:55.348
3734,24037005,BERGERAC,24,True,0,0.524167,44.822833,49.0,True,2024-12-10 21:28:59.547,2025-10-07 17:07:04.351
3735,24037011,BERGERAC-SPC,24,False,5,0.4835,44.848833,28.0,True,2024-12-10 21:28:59.547,2025-10-07 17:07:04.352
3736,24042001,BIRAS LA COTE,24,False,4,0.635,45.286667,125.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.354
3737,24050001,BORREZE SA,24,False,2,1.416667,44.968333,335.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.351
3738,24055001,BOURDEILLES LAVALLADE,24,False,4,0.585,45.318333,140.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.355
3739,24064001,BRANTOME,24,True,2,0.645833,45.356833,129.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3740,24064004,BRANTOME-SPC,24,True,5,0.648833,45.3625,108.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3741,24067001,LE BUGUE FONTENILLE,24,False,4,0.928333,44.92,62.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.355
3742,24067002,LE BUGUE LA BOISSIERE,24,False,4,0.928333,44.92,80.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3743,24068001,LE BUISSON CADO,24,False,4,0.91,44.8445,69.0,True,2024-12-10 21:37:15.810,2025-10-07 17:14:55.349
3744,24068002,LE BUISSON-DE-CADOUIN,24,False,4,0.908333,44.846667,130.0,True,2024-12-10 21:37:15.810,2025-10-07 17:14:55.351
3745,24071001,BUSSIERE-BADIL HAUT PINLOT,24,False,4,0.603333,45.651667,261.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.351
3746,24075001,CAMPAGNAC-LES-QUERCY RAMONET,24,False,4,1.171667,44.693333,450.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.352
3747,24076001,CAMPAGNE,24,False,4,0.956167,44.892667,189.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.353
3748,24081001,CARLUX,24,False,4,1.361,44.889833,207.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3749,24082001,CARSAC-AILLAC AGGLOMERATION,24,False,4,1.27,44.841667,340.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.354
3750,24091002,CENAC-ET-ST-JULIEN-SPC,24,True,5,1.2045,44.805,77.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.351
3751,24098001,CHAMPCEVINEL-SPC,24,False,5,0.735,45.2025,182.0,True,2024-12-10 21:28:59.547,2025-10-07 17:07:04.351
3752,24120001,CHERVEIX CUBAS-SPC,24,True,5,1.1275,45.297667,148.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3753,24133001,COQUILLE,24,False,4,0.976667,45.533333,280.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.351
3754,24133002,LA COQUILLE,24,False,4,0.982167,45.5445,324.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3755,24134001,CORGNAC-SUR-L'ISLE-SPC,24,True,5,0.949167,45.375667,141.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.351
3756,24137001,COULAURES PETITE GARE,24,False,4,0.983333,45.305,100.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3757,24138001,COULOUNIEIX,24,False,4,0.7,45.176667,205.0,True,2024-12-10 21:37:15.810,2025-10-07 17:14:55.353
3758,24138002,COULOUNIEIX SA,24,False,2,0.7,45.176667,205.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3759,24138004,COULOUNIEIX,24,True,1,0.676667,45.1595,217.0,True,2024-12-10 21:28:59.547,2025-10-07 17:07:04.352
3760,24140001,COURS-DE-PILE ECOLE,24,False,4,0.545,44.84,45.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.351
3761,24152001,DOMME,24,True,2,1.219667,44.798333,165.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.352
3762,24158001,DUSSAC,24,False,2,1.071667,45.411667,320.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.353
3763,24161001,EGLISE-NEUVE-D'ISSAC-SPC,24,True,5,0.413333,44.971667,161.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.353
3764,24164003,EXCIDEUIL-SPC,24,False,5,1.061667,45.336667,159.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.352
3765,24167001,EYMET,24,False,4,0.405,44.667833,65.0,True,2024-12-10 21:37:15.811,2025-10-07 17:14:55.354
3766,24172001,LES EYZIES DE TAYAC,24,True,2,1.021,44.954667,112.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.353
3767,24191001,FRAISSE AGGLOMERATION,24,False,4,0.306667,44.928333,100.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3768,24202001,GRANGES D'ANS,24,False,4,1.118333,45.211667,284.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.350
3769,24210001,HAUTEFORT PONTS-ET-CHAUSSEES,24,False,4,1.15,45.258333,232.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3770,24211001,ISSAC,24,False,4,0.448333,45.013333,79.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3771,24212001,ISSIGEAC,24,False,4,0.607667,44.732833,106.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3772,24212002,ISSIGEAC BOURG,24,False,4,0.605,44.728333,100.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3773,24218001,JUMILHAC-LE-GRAND BOURG,24,False,4,1.063333,45.495,274.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.354
3774,24218003,JUMILHAC-SPC,24,True,5,1.062333,45.504167,224.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.352
3775,24222001,LA FORCE AGGLOMERATION,24,False,4,0.373333,44.866667,62.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.354
3776,24223001,LALINDE,24,False,4,0.738667,44.839167,40.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3777,24226001,LAMOTHE MONTRAV,24,True,2,0.041167,44.837333,9.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.352
3778,24227001,LANOUAILLE PONTS-ET-CHAUSSEES,24,False,4,1.138333,45.39,290.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.350
3779,24244001,LOLME,24,False,4,0.831667,44.706667,205.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.351
3780,24249001,MANAURIE ECOLE,24,False,4,0.991667,44.958333,85.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3781,24253001,MAREUIL,24,False,4,0.447833,45.447333,126.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3782,24253002,MAREUIL ECOLE,24,False,4,0.451667,45.448333,120.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3783,24264001,MENESPLET PAR LALANDE,24,False,4,0.108333,45.018333,40.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3784,24272001,MINZAC,24,False,4,0.04,44.971667,65.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3785,24280001,MONPAZIER,24,True,2,0.891667,44.684,199.0,True,2024-12-10 21:28:59.548,2025-10-07 17:07:04.353
3786,24285001,MONTAGNAC-LA-CREMPSE GARDONNE,24,False,4,0.545,44.981667,135.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3787,24291001,MONTIGNAC,24,True,2,1.147333,45.052167,77.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3788,24291003,MONTIGNAC AGGLOMERATION,24,False,4,1.16,45.065,70.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.351
3789,24291004,MONTIGNAC-SPC,24,True,5,1.161167,45.065333,99.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3790,24294001,MONTPON-MENESTEROL,24,False,4,0.16,45.008333,93.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3791,24294002,MONTPON,24,False,2,0.176667,45.038333,79.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3792,24294003,MONTPON-MENESTEROL,24,False,4,0.126333,45.025667,29.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.348
3793,24296001,MOULEYDIER SIREYGEOL,24,False,4,0.596667,44.855,36.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3794,24299001,MUSSIDAN,24,False,4,0.368333,45.033167,47.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3795,24299003,MUSSIDAN-SPC,24,False,5,0.370833,45.038333,56.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3796,24309001,NEUVIC AGGLOMERATION,24,False,4,0.468333,45.1,68.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.351
3797,24311001,NONTRON MAN,24,False,4,0.674333,45.5475,262.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.352
3798,24311002,NONTRON-ECOLE,24,False,4,0.663333,45.53,306.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.353
3799,24311003,NONTRON-HOPITAL,24,False,4,0.666333,45.527333,202.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3800,24321001,PAZAYAC AGGLOMERATION,24,False,4,1.378333,45.121667,99.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3801,24322001,PERIGUEUX,24,False,4,0.72,45.185,80.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3802,24322002,PERIGUEUX MAGASINS DES TABACS,24,False,4,0.72,45.185,86.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3803,24322003,PERIGUEUX PHARMACIEN,24,False,4,0.72,45.185,106.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3804,24322006,PERIGUEUX BOURG,24,False,4,0.72,45.185,90.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.349
3805,24322007,PERIGUEUX-SPC,24,True,5,0.701333,45.185,101.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3806,24328001,PIEGUT PLUVIERS,24,False,4,0.697667,45.620333,273.0,True,2024-12-10 21:37:15.812,2025-10-07 17:14:55.349
3807,24328002,PIEGUT-PLUVIERS BOURG,24,False,4,0.69,45.621667,285.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.349
3808,24335001,PORT STE FOY,24,False,4,0.185667,44.85,28.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3809,24336001,PRATS DE CARLUX,24,False,4,1.321667,44.896667,220.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.351
3810,24352001,RIBERAC ECOLE,24,False,4,0.338333,45.246667,68.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.351
3811,24352002,RIBERAC BOURG,24,False,4,0.338333,45.246667,65.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.352
3812,24352005,RIBERAC-SPC,24,True,5,0.3425,45.256667,75.0,True,2024-12-10 21:28:59.549,2025-10-07 17:07:04.352
3813,24362001,STE ALVERE,24,False,4,0.809833,44.947,167.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.349
3814,24372001,ST ASTIER,24,False,4,0.516833,45.136833,77.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.349
3815,24372002,SAINT-ASTIER AGGLOMERATION,24,False,4,0.526667,45.145,90.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.349
3816,24376001,ST AULAYE,24,False,4,0.155333,45.197833,64.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3817,24392001,ST CREPIN,24,False,4,1.276667,44.958333,270.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3818,24395001,SAINT-CYBRANET,24,False,4,1.168333,44.786667,76.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3819,24395002,SAINT-CYBRANET-SPC,24,False,5,1.180833,44.34,80.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3820,24424001,SAINT-JEAN-D'ATAUX,24,False,4,0.408333,45.141667,102.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3821,24425001,SAINT-JEAN-DE-COLE-1-SPC,24,True,5,0.836,45.421667,150.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3822,24437001,ST LAURENT VIGN,24,False,4,0.419,44.840833,27.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.351
3823,24449001,ST MARTIAL D'AR,24,False,4,0.203333,45.016667,28.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.352
3824,24452001,ST MARTIAL VIVEYROLS,24,True,1,0.319333,45.357833,166.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3825,24453001,ST MARTIN  DE FRESSENGEAS,24,True,1,0.848333,45.4755,277.0,True,2024-12-10 21:28:59.550,2025-10-07 17:07:04.352
3826,24455001,ST MARTIN RIB.,24,False,4,0.372,45.234,142.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
3827,24466001,ST MICHEL DE MO,24,False,4,0.031667,44.873333,70.0,True,2024-12-10 21:37:15.813,2025-10-07 17:14:55.350
