,station_code,name,departement,is_open,station_type,lon,lat,alt,is_public,created_at,updated_at
35,01118001,CORBONOD,1,False,4,5.808333,45.968333,330.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.956
36,01128001,COURTES,1,False,4,5.103333,46.451667,220.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.956
37,01143001,DIVONNE,1,False,4,6.156667,46.376667,488.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
38,01143002,DIVONNE ZA,1,True,2,6.139667,46.3415,467.0,True,2024-12-10 21:27:59.560,2025-10-07 17:06:06.641
39,01148001,DORTAN,1,False,4,5.658333,46.321667,308.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.959
40,01157001,FAREINS,1,False,4,4.76,46.02,220.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.960
41,01160001,FERNEY-VOLTAIRE,1,False,4,6.108333,46.255,435.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.956
42,01173001,GEX,1,False,4,6.063167,46.34,612.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.956
43,01173002,GEX,1,False,4,6.018333,46.37,1323.0,True,2024-12-10 21:36:18.496,2025-10-07 17:14:06.958
44,01173011,GEX,1,False,4,6.058333,46.333333,612.0,True,2024-12-10 21:36:18.496,2025-10-07 17:14:06.959
45,01174001,GIRON,1,False,4,5.7725,46.23,1015.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
46,01175001,GORREVOD,1,False,4,4.938333,46.418333,195.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
47,01176001,GD ABERGEMENT,1,False,4,5.671667,46.035,810.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.963
48,01184001,HAUTECOURT,1,False,4,5.404,46.1545,458.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.970
49,01185001,HAUTEVILLE,1,False,4,5.6,45.966667,820.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.956
50,01185002,HAUTEVILLE,1,False,4,5.605,45.978333,801.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.956
51,01185005,LACOUX,1,False,4,5.596667,45.978333,800.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
52,01185006,HAUTEVILLE_EDF_RIC-A2-DOUBLON,1,True,4,5.598167,45.979667,805.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.959
53,01187001,LES PLANS D'HOTONNES,1,False,4,5.699833,46.0365,1048.0,True,2024-12-10 21:36:18.499,2025-10-07 17:14:06.961
54,01190001,INNIMOND,1,False,4,5.572833,45.7825,880.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.961
55,01192001,IZERNORE,1,False,4,5.541667,46.225,430.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.961
56,01196001,JAYAT,1,False,4,5.118333,46.368333,214.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
57,01200001,LABALME,1,False,4,5.483333,46.095,596.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.958
58,01200002,LA BALME SUR CERDON_SAPC,1,True,2,5.482,46.09,596.0,True,2024-12-10 21:27:59.560,2025-10-07 17:06:06.641
59,01204001,LALLEYRIAT,1,False,4,5.717167,46.152833,850.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
60,01204002,BURL,1,False,3,5.706667,46.166667,530.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
61,01209001,LEAZ,1,False,4,5.881667,46.098333,480.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
62,01209002,LEAZ BOURG,1,False,4,5.881667,46.098333,497.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
63,01210001,LELEX,1,False,4,5.941667,46.301667,930.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.957
64,01210002,LELEX,1,False,4,5.943333,46.303333,875.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.962
65,01216001,LHUIS,1,False,4,5.533333,45.733333,225.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
66,01224001,LOYETTES,1,False,4,5.233333,45.8,194.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
67,01224002,LOYETTES,1,False,4,5.238333,45.8065,198.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.967
68,01229001,MALAFRETAZ BOURG,1,False,4,5.145,46.325,210.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
69,01231001,MANZIAT,1,False,4,4.906667,46.36,210.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.957
70,01235001,MARLIEUX,1,True,2,5.044333,46.0385,280.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
71,01235002,MARLIEUX,1,False,3,5.073333,46.046667,273.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
72,01243001,MESSIMY,1,False,4,4.757667,46.047167,175.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.957
73,01247002,MIJOUX,1,False,4,5.993333,46.366667,1500.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.958
74,01247003,MIJOUX,1,True,2,6.019333,46.378833,1002.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
75,01247004,MIJOUX,1,False,4,6.021667,46.378333,1015.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.959
76,01247005,MIJ LELEX,1,False,4,5.951667,46.321667,890.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.958
77,01250001,MISERIEUX,1,False,4,4.801667,45.981667,270.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.958
78,01255001,MONTAGNIEU,1,False,4,5.47,45.793333,220.0,True,2024-12-10 21:36:18.497,2025-10-07 17:14:06.958
79,01255002,MONTAGNIEU,1,False,4,5.469333,45.794333,336.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
80,01262001,MONTLUEL,1,False,4,5.025,45.925,195.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.958
81,01262003,MONTLUEL,1,False,4,5.016667,45.9,280.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.959
82,01262004,MONTLUEL,1,False,4,5.017167,45.907667,275.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
83,01263001,MONTMERLE-SUR-SAONE P.C.,1,False,4,4.756667,46.081667,58.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.967
84,01265001,MONTREAL,1,False,4,5.566667,46.186667,495.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.958
85,01267001,MORNAY,1,False,4,5.516667,46.195,450.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.959
86,01269001,NANTUA,1,True,2,5.607333,46.148167,483.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
87,01273001,NEUVILLE,1,False,4,5.373833,46.083167,291.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.959
88,01273002,NEUVILLE-SUR-AIN,1,False,4,5.37,46.085,240.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.959
89,01276001,NIEVROZ,1,False,4,5.07,45.816667,182.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.959
90,01283001,OYONNAX,1,False,4,5.661667,46.271667,535.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
91,01301001,POLLIAT,1,False,2,5.11,46.236667,201.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
92,01304001,PONT-D AIN,1,False,4,5.335,46.05,242.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
93,01305001,PONT-DE-VAUX,1,False,4,4.936667,46.433333,181.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.967
94,01350001,SAINT ETIENNE DU BOIS,1,False,4,5.279667,46.296,243.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
95,01364001,ST-JEAN/REYSSOU,1,False,4,5.061667,46.396667,208.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
96,01367001,ST-JULIEN/REYSS,1,False,4,5.116667,46.383333,189.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
97,01367002,SAINT JULIEN SUR REYSSOUZE,1,True,2,5.109833,46.403167,189.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
98,01374001,ST MARTIN,1,False,4,5.328333,46.101667,380.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
99,01374002,SAINT MARTIN DU MONT,1,False,4,5.318833,46.118333,265.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
100,01384001,SAINT RAMBERT EN BUGEY,1,False,4,5.426667,45.931667,285.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
101,01384002,SAINT-RAMBERT-EN-BUGEY,1,False,4,5.436667,45.946667,310.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.960
102,01384003,ST RAMBERT CG01,1,True,3,5.461,45.950333,296.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
103,01386001,ST-SORLIN,1,False,4,5.373333,45.883333,200.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
104,01391001,SALAVRE,1,False,4,5.346667,46.363833,240.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
105,01407001,SEYSSEL,1,False,4,5.824,45.953333,285.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
106,01408001,SIMANDRE,1,False,4,5.455,46.248333,400.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
107,01414001,SUTRIEU,1,True,1,5.624667,45.916167,878.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
108,01416001,TENAY,1,False,4,5.506667,45.923333,390.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
109,01419001,THOIRY,1,False,3,5.968333,46.241667,605.0,True,2024-12-10 21:27:59.561,2025-10-07 17:06:06.641
110,01420001,THOISSEY,1,False,4,4.801667,46.173333,178.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
111,01426001,TREFFORT,1,False,4,5.366667,46.221667,310.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
112,01427001,TREVOUX,1,False,4,4.773333,45.891667,188.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
113,01430001,VARAMBON BOURG,1,False,4,5.313333,46.041667,58.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
114,01441001,VIEU,1,False,4,5.540833,46.088833,615.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
115,01447001,VILLEREVERSURE,1,False,4,5.378333,46.183333,299.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
116,01452001,VIRIEU-LE-GRAND,1,False,4,5.65,45.833333,284.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.961
117,01452002,VIRIEU-LE-GRAND BOURG,1,False,4,5.651667,45.85,274.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
118,01453001,VIRIEU-LE-PETIT,1,False,4,5.718167,45.906833,603.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
119,01457001,VONNAS,1,False,4,4.99,46.218333,190.0,True,2024-12-10 21:36:18.498,2025-10-07 17:14:06.962
120,02011001,AMBLENY BOURG,2,False,4,3.181667,49.38,70.0,True,2024-12-10 21:36:20.849,2025-10-07 17:14:09.063
121,02022001,ARCY-STE-RESTIT,2,False,4,3.505,49.263333,104.0,True,2024-12-10 21:36:20.849,2025-10-07 17:14:09.063
122,02031001,AUBENTON,2,False,4,4.2005,49.834,177.0,True,2024-12-10 21:36:20.849,2025-10-07 17:14:09.063
123,02035001,AUDIGNY,2,False,4,3.65,49.866667,150.0,True,2024-12-10 21:36:20.849,2025-10-07 17:14:09.063
124,02037001,AULNOIS-SOUS-LAON,2,False,4,3.6,49.613333,70.0,True,2024-12-10 21:36:20.850,2025-10-07 17:14:09.063
125,02037002,AULNOIS-SS-LAON,2,True,1,3.610333,49.595667,78.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.189
126,02058001,BEAURIEUX,2,True,2,3.732667,49.390333,56.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.189
127,02065001,BELLICOURT RIQUEVAL,2,False,4,3.235,49.96,132.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.063
128,02068001,BERLANCOURT AGGLOMERATION,2,False,4,3.756667,49.778333,94.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
129,02073001,BERRY-AU-BAC AGGLOMERATION,2,False,4,3.903333,49.403333,58.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.063
130,02073002,BERRY-AU-BAC CANAL,2,False,4,3.903333,49.403333,57.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
131,02077001,BERZY-LE-SEC,2,True,2,3.284333,49.305,147.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.067
132,02083001,BEUVARDES FERME D'ARTOIS,2,False,4,3.468333,49.128333,215.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
133,02085001,BEZU-SAINT-GERMAIN SANEF,2,False,4,3.393333,49.08,195.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.065
134,02086001,BICHANCOURT,2,False,4,3.210833,49.579333,59.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.063
135,02094001,BLESMES,2,True,1,3.462667,49.009667,222.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.189
136,02095001,BOHAIN-EN-VERMA,2,False,4,3.45,49.983333,135.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.065
137,02095002,BOHAIN-EN-VERMANDOIS,2,False,4,3.453333,49.986667,120.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
138,02100001,BONY,2,False,4,3.2245,50.003167,94.0,True,2024-12-10 21:36:20.850,2025-10-07 17:14:09.063
139,02109001,LA BOUTEILLE,2,False,4,3.968333,49.891667,133.0,True,2024-12-10 21:36:20.852,2025-10-07 17:14:09.064
140,02110001,BRAINE - MAN,2,False,4,3.5275,49.344167,53.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.065
141,02110002,BRAINE,2,True,1,3.527,49.351333,61.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.189
142,02114001,BRASLES,2,False,4,3.421167,49.048667,64.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.069
143,02133001,BUCY-LES-PIERREPONT,2,False,4,3.901667,49.646667,106.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.070
144,02135001,BUIRONFOSSE,2,False,4,3.838333,49.961667,208.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.070
145,02153001,CESSIERES,2,False,4,3.498333,49.553333,107.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.071
146,02157001,CHAMBRY AGGLOMERATION,2,False,4,3.655,49.591667,80.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.071
147,02163001,CHARLY,2,False,4,3.3,48.983333,64.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.072
148,02168001,CHATEAU-THIERRY,2,False,4,3.401667,49.045,64.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.063
149,02173001,CHAUNY RUE DU PORT,2,False,4,3.218333,49.616667,47.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.064
150,02173002,CHAUNY,2,True,1,3.197833,49.633833,83.0,True,2024-12-10 21:28:02.354,2025-10-07 17:06:09.190
151,02182001,CHEVENNES,2,False,4,3.733333,49.816667,125.0,True,2024-12-10 21:36:20.851,2025-10-07 17:14:09.065
152,02184001,CHEVRESIS-MONCEAU,2,False,4,3.571667,49.755,65.0,True,2024-12-10 21:36:20.852,2025-10-07 17:14:09.065
153,02197001,CLAIRFONTAINE,2,False,2,3.966667,49.966667,225.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.190
154,02199001,CLASTRES,2,False,4,3.2285,49.742833,75.0,True,2024-12-10 21:36:20.852,2025-10-07 17:14:09.067
155,02217001,COUCY-LE-CHATEAU-TRAVERSIERE,2,False,4,3.321667,49.518333,106.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.068
156,02217002,COUCY-LE-CHATEAU-AUFFRIQUE,2,False,4,3.321667,49.518333,52.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.068
157,02217003,COUCY-LE-CHATEAU-AUFFRIQUE-AGG,2,False,4,3.321667,49.518333,127.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.068
158,02219001,COUCY-LA-VILLE,2,False,4,3.361167,49.550667,171.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.063
159,02220001,COULONGES-COHAN,2,False,4,3.605833,49.214167,168.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.063
160,02237001,CRECY-SUR-SERRE,2,False,4,3.626667,49.696667,70.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.065
161,02239001,CREZANCY,2,False,4,3.5,49.05,125.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.065
162,02239002,CREZANCY AGGLOMERATION,2,False,4,3.51,49.046667,72.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.066
163,02258001,DAMMARD,2,False,4,3.197333,49.146333,146.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.066
164,02264001,DIZY-LE-GROS AGGLOMERATION,2,False,4,4.021667,49.63,140.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.066
165,02277001,EPAGNY RUE PRINCIPALE,2,False,4,3.241667,49.463333,79.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.067
166,02278001,EPARCY,2,False,4,4.0595,49.875,161.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.068
167,02295001,ETREAUPONT BOURG,2,False,4,3.913333,49.901667,127.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.068
168,02298001,ETREUX,2,False,4,3.646833,49.987833,120.0,True,2024-12-10 21:36:20.852,2025-10-07 17:14:09.063
169,02298003,ETREUX ECLUSE,2,False,4,3.653333,49.993333,131.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
170,02301001,FAUCOUCOURT FERME D'HUEZ,2,False,4,3.465,49.531667,95.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
171,02301002,FAUCOUCOURT,2,False,4,3.462167,49.527333,100.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.067
172,02304001,LA FERE AGGLOMERATION,2,False,4,3.365,49.661667,43.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.067
173,02307001,LA FERTE-MILON,2,False,4,3.13,49.173333,65.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.068
174,02308001,FESMY-LE-SART,2,False,4,3.726667,50.06,190.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.068
175,02320001,ST QUENTIN,2,True,0,3.206,49.818333,98.0,True,2024-12-10 21:28:02.353,2025-10-07 17:06:09.190
176,02321001,FONTAINE-VV MAN,2,False,4,3.8795,49.836333,184.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.063
177,02321002,FONTAINE-LES-VV,2,True,1,3.877833,49.837333,186.0,True,2024-12-10 21:28:02.354,2025-10-07 17:06:09.190
178,02329001,FOURDRAIN AGGLOMERATION,2,False,4,3.471667,49.61,90.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.064
179,02345001,GIBERCOURT BOURG,2,False,4,3.288333,49.733333,103.0,True,2024-12-10 21:36:20.855,2025-10-07 17:14:09.064
180,02346001,GIZY,2,True,2,3.781,49.599833,75.0,True,2024-12-10 21:28:02.354,2025-10-07 17:06:09.190
181,02360001,GUIGNICOURT AGGLOMERATION,2,False,4,3.966667,49.435,67.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.066
182,02361001,GUISE FLAVIGNY-LE-PETIT,2,False,4,3.626667,49.901667,181.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.067
183,02361002,GUISE,2,False,4,3.620833,49.902833,95.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.067
184,02381001,HIRSON,2,True,2,4.077167,49.922,165.0,True,2024-12-10 21:28:02.354,2025-10-07 17:06:09.190
185,02381002,HIRSON PONTS-ET-CHAUSSEES,2,False,4,4.081667,49.921667,190.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.069
186,02387001,ITANCOURT FERME GERMAIN,2,False,4,3.346667,49.808333,100.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.070
187,02397001,JUSSY CGTVN,2,False,4,3.231667,49.718333,68.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
188,02408001,LAON,2,False,4,3.631667,49.564333,180.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
189,02408002,LAON,2,False,4,3.596667,49.57,82.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
190,02408003,LAON ECOLE NORMALE,2,False,4,3.612167,49.559167,175.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
191,02408004,LAON BOURG,2,False,4,3.623833,49.5645,180.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.067
192,02408022,LAON STATION AGRONOMIQUE,2,False,4,3.605,49.570833,91.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.069
193,02409001,LAPPION,2,False,4,3.965,49.606667,90.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.069
194,02433001,LISLET,2,False,4,4.0235,49.685833,114.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.069
195,02457001,MARCHAIS ECOLE,2,False,4,3.816667,49.583333,130.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.064
196,02457002,MARCHAIS CHATEAU,2,False,4,3.816667,49.583333,86.0,True,2024-12-10 21:36:20.853,2025-10-07 17:14:09.064
197,02465001,MARIGNY-EN-ORXOIS,2,False,4,3.23,49.041667,214.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
198,02468001,MARLE SUCRERIE,2,False,4,3.771667,49.74,79.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
199,02468002,MARLE AGGLOMERATION,2,False,4,3.771667,49.74,120.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.066
200,02471001,MARTIGNY-COURPI,2,True,2,3.693167,49.485667,95.0,True,2024-12-10 21:28:02.354,2025-10-07 17:06:09.190
201,02471003,MARTIGNY-COURPIERRE ECOLE,2,False,4,3.678333,49.488333,180.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.067
202,02475001,MENNEVILLE,2,False,4,4.0055,49.419833,59.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.065
203,02502001,MONTCORNET,2,False,4,4.0215,49.69,130.0,True,2024-12-10 21:36:20.854,2025-10-07 17:14:09.064
